zip,type,primary_city,state,area_codes,latitude,longitude,estimated_population
80634,STANDARD,Greeley,CO,"970,303",40.42,-104.74,42039
80638,UNIQUE,Greeley,CO,970,40.42,-104.74,0
80639,UNIQUE,Greeley,CO,970,40.42,-104.74,0
80640,STANDARD,Henderson,CO,"720,303",39.92,-104.87,8194
80642,STANDARD,Hudson,CO,303,40.07,-104.64,3136
80643,STANDARD,Keenesburg,CO,303,40.1,-104.51,2270
80644,STANDARD,Kersey,CO,970,40.38,-104.56,2401
80645,STANDARD,La Salle,CO,970,40.34,-104.7,3083
80646,PO BOX,Lucerne,CO,970,40.48,-104.68,0
80648,STANDARD,Nunn,CO,970,40.7,-104.78,772
80649,STANDARD,Orchard,CO,970,40.33,-104.12,0
80650,STANDARD,Pierce,CO,970,40.63,-104.75,1190
80651,STANDARD,Platteville,CO,"970,303",40.21,-104.82,3452
80652,STANDARD,Roggen,CO,303,40.17,-104.37,0
80653,STANDARD,Weldona,CO,970,40.35,-103.97,626
80654,STANDARD,Wiggins,CO,970,40.23,-104.07,1988
80701,STANDARD,Fort Morgan,CO,"970,303",40.26,-103.79,12383
80705,STANDARD,Log Lane Village,CO,970,40.27,-103.82,614
80720,STANDARD,Akron,CO,970,40.16,-103.21,1970
80721,STANDARD,Amherst,CO,970,40.68,-102.17,0
80722,STANDARD,Atwood,CO,970,40.55,-103.27,0
80723,STANDARD,Brush,CO,970,40.25,-103.63,5212
80726,STANDARD,Crook,CO,970,40.85,-102.8,0
80727,STANDARD,Eckley,CO,970,40.11,-102.48,0
80728,STANDARD,Fleming,CO,970,40.68,-102.84,711
80729,STANDARD,Grover,CO,970,40.86,-104.22,0
80731,STANDARD,Haxtun,CO,970,40.64,-102.62,1235
80732,PO BOX,Hereford,CO,970,40.97,-104.3,0
80733,STANDARD,Hillrose,CO,970,40.32,-103.52,0
80734,STANDARD,Holyoke,CO,970,40.58,-102.3,2331
80735,STANDARD,Idalia,CO,970,39.7,-102.3,0
80736,STANDARD,Iliff,CO,970,40.75,-103.06,576
80737,STANDARD,Julesburg,CO,"308,970",40.98,-102.26,1312
80740,STANDARD,Lindon,CO,"970,719",39.73,-103.4,0
80741,STANDARD,Merino,CO,970,40.48,-103.35,759
80742,STANDARD,New Raymer,CO,970,40.62,-103.78,0
80743,STANDARD,Otis,CO,970,40.14,-102.96,874
80744,STANDARD,Ovid,CO,970,40.95,-102.38,0
80745,STANDARD,Padroni,CO,970,40.77,-103.17,0
80746,PO BOX,Paoli,CO,970,40.61,-102.47,0
80747,STANDARD,Peetz,CO,970,40.96,-103.11,0
80749,STANDARD,Sedgwick,CO,970,40.93,-102.52,0
80750,STANDARD,Snyder,CO,970,40.32,-103.58,0
80751,STANDARD,Sterling,CO,970,40.62,-103.19,11745
80754,STANDARD,Stoneham,CO,970,40.63,-103.65,0
80755,STANDARD,Vernon,CO,970,39.93,-102.28,0
80757,STANDARD,Woodrow,CO,970,39.98,-103.58,0
80758,STANDARD,Wray,CO,970,40.07,-102.22,3019
80759,STANDARD,Yuma,CO,970,40.12,-102.72,3498
80801,STANDARD,Anton,CO,970,39.75,-103.22,0
80802,STANDARD,Arapahoe,CO,719,38.85,-102.17,0
80804,STANDARD,Arriba,CO,719,39.28,-103.27,0
80805,STANDARD,Bethune,CO,719,39.3,-102.42,0
80807,STANDARD,Burlington,CO,"719,970",39.3,-102.27,3497
80808,STANDARD,Calhan,CO,719,39.03,-104.29,4677
80809,STANDARD,Cascade,CO,719,38.9,-104.97,1365
80810,STANDARD,Cheyenne Wells,CO,719,38.81,-102.35,944
80812,STANDARD,Cope,CO,970,39.67,-102.85,0
80813,STANDARD,Cripple Creek,CO,719,38.74,-105.17,1710
80814,STANDARD,Divide,CO,719,38.94,-105.16,3423
80815,STANDARD,Flagler,CO,"719,970",39.29,-103.06,747
80816,STANDARD,Florissant,CO,719,38.95,-105.29,3921
80817,STANDARD,Fountain,CO,719,38.66,-104.69,18577
80818,STANDARD,Genoa,CO,719,39.27,-103.49,0
80819,PO BOX,Green Mountain Falls,CO,719,38.93,-105.02,702
80820,STANDARD,Guffey,CO,719,38.75,-105.53,557
80821,STANDARD,Hugo,CO,719,39.13,-103.46,823
80822,STANDARD,Joes,CO,970,39.65,-102.68,0
80823,STANDARD,Karval,CO,719,38.73,-103.53,0
80824,STANDARD,Kirk,CO,970,39.62,-102.6,0
80825,STANDARD,Kit Carson,CO,719,38.76,-102.79,0
80826,UNIQUE,Limon,CO,719,39.26,-103.68,0
80827,STANDARD,Lake George,CO,719,38.98,-105.37,601
80828,STANDARD,Limon,CO,719,39.26,-103.68,1980
80829,STANDARD,Manitou Springs,CO,719,38.85,-104.91,4429
80830,STANDARD,Matheson,CO,719,39.17,-103.98,0
80831,STANDARD,Peyton,CO,719,39.03,-104.48,18313
80832,STANDARD,Ramah,CO,719,39.12,-104.16,508
80833,STANDARD,Rush,CO,719,38.84,-104.08,521
80834,STANDARD,Seibert,CO,970,39.29,-102.86,0
80835,STANDARD,Simla,CO,719,39.14,-104.08,703
80836,STANDARD,Stratton,CO,"719,970",39.3,-102.6,925
80840,STANDARD,U S A F Academy,CO,719,38.99,-104.85,1691
80841,PO BOX,U S A F Academy,CO,719,38.99,-104.85,2020
80860,PO BOX,Victor,CO,719,38.7,-105.14,0
80861,STANDARD,Vona,CO,970,39.3,-102.74,0
80862,PO BOX,Wild Horse,CO,719,38.82,-103,0
80863,STANDARD,Woodland Park,CO,"719,303",38.99,-105.05,8758
80864,STANDARD,Yoder,CO,719,38.84,-104.22,1039
80866,PO BOX,Woodland Park,CO,719,38.99,-105.05,1899
80901,PO BOX,Colorado Springs,CO,719,38.86,-104.76,895
80902,STANDARD,Colorado Springs,CO,719,38.72,-104.8,7625
80903,STANDARD,Colorado Springs,CO,719,38.86,-104.76,8966
80904,STANDARD,Colorado Springs,CO,719,38.86,-104.76,15460
80905,STANDARD,Colorado Springs,CO,719,38.86,-104.76,9936
80906,STANDARD,Colorado Springs,CO,719,38.86,-104.76,31430
80907,STANDARD,Colorado Springs,CO,719,38.86,-104.76,20420
80908,STANDARD,Colorado Springs,CO,719,38.86,-104.76,11859
80909,STANDARD,Colorado Springs,CO,719,38.86,-104.76,25524
80910,STANDARD,Colorado Springs,CO,719,38.86,-104.76,18303
80911,STANDARD,Colorado Springs,CO,719,38.86,-104.76,25331
80912,STANDARD,Colorado Springs,CO,719,38.86,-104.76,0
80913,STANDARD,Colorado Springs,CO,719,38.86,-104.76,1537
80914,PO BOX,Colorado Springs,CO,719,38.86,-104.76,584
80915,STANDARD,Colorado Springs,CO,719,38.86,-104.76,15972
80916,STANDARD,Colorado Springs,CO,719,38.86,-104.76,25232
80917,STANDARD,Colorado Springs,CO,719,38.86,-104.76,22923
80918,STANDARD,Colorado Springs,CO,719,38.86,-104.76,36906
80919,STANDARD,Colorado Springs,CO,719,38.86,-104.76,24872
80920,STANDARD,Colorado Springs,CO,719,38.86,-104.76,32159
80921,STANDARD,Colorado Springs,CO,"719,720",38.86,-104.76,14723
80922,STANDARD,Colorado Springs,CO,719,38.86,-104.76,21906
80923,STANDARD,Colorado Springs,CO,719,38.86,-104.76,20486
80924,STANDARD,Colorado Springs,CO,719,38.94,-104.7,3164
80925,STANDARD,Colorado Springs,CO,719,38.86,-104.76,4623
80926,STANDARD,Colorado Springs,CO,719,38.86,-104.76,1099
80927,STANDARD,Colorado Springs,CO,719,38.92,-104.67,0
80928,STANDARD,Colorado Springs,CO,719,38.86,-104.76,777
80929,STANDARD,Colorado Springs,CO,719,38.86,-104.76,0
80930,STANDARD,Colorado Springs,CO,719,38.86,-104.76,697
80931,PO BOX,Colorado Springs,CO,719,38.86,-104.76,432
80932,PO BOX,Colorado Springs,CO,719,38.86,-104.76,444
80933,PO BOX,Colorado Springs,CO,719,38.86,-104.76,471
80934,PO BOX,Colorado Springs,CO,719,38.86,-104.76,445
80935,PO BOX,Colorado Springs,CO,719,38.86,-104.76,1434
80936,PO BOX,Colorado Springs,CO,719,38.86,-104.76,721
80937,PO BOX,Colorado Springs,CO,719,38.86,-104.76,380
80938,STANDARD,Colorado Springs,CO,719,38.9,-104.66,0
80939,STANDARD,Colorado Springs,CO,719,38.88,-104.67,0
80940,UNIQUE,Colorado Springs,CO,719,38.88,-104.67,0
80941,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
80942,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
80943,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
80944,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
80945,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
80946,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
80947,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
80949,PO BOX,Colorado Springs,CO,719,38.86,-104.76,468
80950,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
80951,STANDARD,Colorado Springs,CO,719,38.86,-104.76,3286
80960,PO BOX,Colorado Springs,CO,719,38.86,-104.76,437
80962,PO BOX,Colorado Springs,CO,719,38.86,-104.76,827
80970,PO BOX,Colorado Springs,CO,719,38.86,-104.76,594
80977,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
80995,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
80997,UNIQUE,Colorado Springs,CO,719,38.86,-104.76,0
81001,STANDARD,Pueblo,CO,719,38.27,-104.62,20170
81002,PO BOX,Pueblo,CO,719,38.27,-104.62,0
81003,STANDARD,Pueblo,CO,719,38.27,-104.62,8575
81004,STANDARD,Pueblo,CO,719,38.27,-104.62,16750
81005,STANDARD,Pueblo,CO,719,38.27,-104.62,24381
81006,STANDARD,Pueblo,CO,719,38.27,-104.62,9410
81007,STANDARD,Pueblo,CO,719,38.27,-104.62,23997
81008,STANDARD,Pueblo,CO,719,38.27,-104.62,8861
81009,UNIQUE,Pueblo,CO,719,38.27,-104.62,0
81010,UNIQUE,Pueblo,CO,719,38.27,-104.62,0
81011,UNIQUE,Pueblo,CO,719,38.27,-104.62,0
81012,UNIQUE,Pueblo,CO,719,38.27,-104.62,0
81019,PO BOX,Colorado City,CO,719,37.94,-104.84,1790
81020,STANDARD,Aguilar,CO,719,37.4,-104.65,706
81021,STANDARD,Arlington,CO,719,38.33,-103.33,0
81022,STANDARD,Avondale,CO,719,38.23,-104.35,1190
81023,STANDARD,Beulah,CO,719,38.08,-104.98,1043
81024,PO BOX,Boncarbo,CO,719,37.22,-104.7,0
81025,STANDARD,Boone,CO,719,38.25,-104.25,708
81027,STANDARD,Branson,CO,719,37.01,-103.87,0
81029,STANDARD,Campo,CO,719,37.1,-102.57,0
81030,PO BOX,Cheraw,CO,719,38.1,-103.51,0
81033,PO BOX,Crowley,CO,719,38.19,-103.85,0
81034,UNIQUE,Crowley,CO,719,38.19,-103.85,0
81036,STANDARD,Eads,CO,719,38.48,-102.77,773
81038,PO BOX,Fort Lyon,CO,719,38.1,-103.15,0
81039,STANDARD,Fowler,CO,719,38.12,-104.02,1402
81040,STANDARD,Gardner,CO,719,37.78,-105.17,0
81041,STANDARD,Granada,CO,719,38.06,-102.31,553
81043,PO BOX,Hartman,CO,719,38.12,-102.21,0
81044,STANDARD,Hasty,CO,719,38.12,-102.97,0
81045,STANDARD,Haswell,CO,719,38.45,-103.16,0
81046,PO BOX,Hoehne,CO,719,37.28,-104.38,0
81047,STANDARD,Holly,CO,719,38.05,-102.12,1278
81049,STANDARD,Kim,CO,719,37.24,-103.35,0
81050,STANDARD,La Junta,CO,719,37.98,-103.54,7263
81052,STANDARD,Lamar,CO,719,38.08,-102.61,6991
81054,STANDARD,Las Animas,CO,719,38.06,-103.22,2487
81055,STANDARD,La Veta,CO,719,37.51,-105,1188
81057,STANDARD,Mc Clave,CO,719,38.19,-102.93,0
81058,STANDARD,Manzanola,CO,719,38.1,-103.86,717
81059,STANDARD,Model,CO,,37.34,-104.27,0
81062,STANDARD,Olney Springs,CO,719,38.16,-103.94,570
81063,STANDARD,Ordway,CO,719,38.22,-103.75,1153
81064,STANDARD,Pritchett,CO,719,37.37,-102.85,0
81067,STANDARD,Rocky Ford,CO,719,38.04,-103.72,4033
81069,STANDARD,Rye,CO,719,37.92,-104.93,1523
81071,STANDARD,Sheridan Lake,CO,719,38.46,-102.29,0
81073,STANDARD,Springfield,CO,719,37.4,-102.61,1464
81075,STANDARD,Stonington,CO,,37.29,-102.18,0
81076,STANDARD,Sugar City,CO,719,38.23,-103.66,0
81077,PO BOX,Swink,CO,719,38.01,-103.62,590
81081,STANDARD,Trinchera,CO,719,37.05,-104.03,0
81082,STANDARD,Trinidad,CO,719,37.16,-104.5,9220
81084,STANDARD,Two Buttes,CO,719,37.56,-102.39,0
81087,PO BOX,Vilas,CO,719,37.37,-102.44,0
81089,STANDARD,Walsenburg,CO,719,37.62,-104.77,3259
81090,STANDARD,Walsh,CO,719,37.38,-102.28,785
81091,STANDARD,Weston,CO,719,37.13,-105.01,631
81092,STANDARD,Wiley,CO,719,38.15,-102.71,718
81101,STANDARD,Alamosa,CO,719,37.46,-105.87,10239
81102,UNIQUE,Alamosa,CO,719,37.46,-105.87,0
81120,STANDARD,Antonito,CO,719,37.07,-106.01,1484
81121,PO BOX,Arboles,CO,970,37.02,-107.4,0
81122,STANDARD,Bayfield,CO,970,37.23,-107.59,6813
81123,STANDARD,Blanca,CO,719,37.43,-105.51,518
81124,PO BOX,Capulin,CO,719,37.28,-106.12,0
81125,STANDARD,Center,CO,719,37.75,-106.11,2508
81126,PO BOX,Chama,CO,719,37.17,-105.38,0
81127,STANDARD,Chimney Rock,CO,970,37.21,-107.34,0
81128,PO BOX,Chromo,CO,970,37.03,-106.83,0
81129,PO BOX,Conejos,CO,719,37.08,-106.02,0
81130,STANDARD,Creede,CO,719,37.85,-106.92,665
81131,PO BOX,Crestone,CO,719,37.99,-105.69,866
81132,STANDARD,Del Norte,CO,719,37.67,-106.35,2381
81133,STANDARD,Fort Garland,CO,719,37.43,-105.43,672
81134,STANDARD,San Luis,CO,719,37,-105.53,0
81135,PO BOX,Homelake,CO,719,37.55,-106.05,0
81136,STANDARD,Hooper,CO,719,37.74,-105.87,0
81137,STANDARD,Ignacio,CO,970,37.11,-107.63,4293
81138,PO BOX,Jaroso,CO,719,37,-105.63,0
81140,STANDARD,La Jara,CO,719,37.27,-105.96,1673
81141,PO BOX,Manassa,CO,719,37.17,-105.93,927
81143,STANDARD,Moffat,CO,719,38,-105.9,0
81144,STANDARD,Monte Vista,CO,719,37.57,-106.14,5917
81146,STANDARD,Mosca,CO,719,37.65,-105.88,461
81147,STANDARD,Pagosa Springs,CO,970,37.24,-107.03,8863
81148,PO BOX,Romeo,CO,719,37.17,-105.98,0
81149,STANDARD,Saguache,CO,719,38.08,-106.14,629
81151,STANDARD,Sanford,CO,719,37.25,-105.9,1000
81152,STANDARD,San Luis,CO,719,37.2,-105.42,812
81153,PO BOX,San Pablo,CO,719,37.12,-105.36,0
81154,STANDARD,South Fork,CO,719,37.67,-106.64,1006
81155,STANDARD,Villa Grove,CO,719,38.25,-105.95,0
81157,PO BOX,Pagosa Springs,CO,970,37.24,-107.03,0
81201,STANDARD,Salida,CO,719,38.53,-106,6998
81210,STANDARD,Almont,CO,970,38.67,-106.83,0
81211,STANDARD,Buena Vista,CO,719,38.83,-106.14,5559
81212,STANDARD,Canon City,CO,719,38.44,-105.23,18781
81215,PO BOX,Canon City,CO,719,38.44,-105.23,992
81220,STANDARD,Cimarron,CO,970,38.37,-107.5,0
81221,PO BOX,Coal Creek,CO,719,38.35,-105.14,0
81222,PO BOX,Coaldale,CO,719,38.37,-105.75,0
81223,STANDARD,Cotopaxi,CO,719,38.37,-105.68,1220
81224,STANDARD,Crested Butte,CO,970,38.87,-106.98,3512
81225,PO BOX,Crested Butte,CO,970,38.87,-106.98,0
81226,STANDARD,Florence,CO,719,38.38,-105.11,4384
81227,PO BOX,Monarch,CO,719,38.53,-106.05,0
81228,STANDARD,Granite,CO,,39.05,-106.27,0
81230,STANDARD,Gunnison,CO,970,38.54,-106.92,6932
81231,UNIQUE,Gunnison,CO,970,38.54,-106.92,0
81232,PO BOX,Hillside,CO,719,38.27,-105.6,0
81233,STANDARD,Howard,CO,719,38.45,-105.84,669
81235,STANDARD,Lake City,CO,970,38.07,-107.3,668
81236,STANDARD,Nathrop,CO,719,38.73,-106.08,822
81237,STANDARD,Ohio City,CO,970,38.54,-106.58,0
81239,STANDARD,Parlin,CO,970,38.5,-106.72,0
81240,STANDARD,Penrose,CO,719,38.43,-105.01,3678
81241,PO BOX,Pitkin,CO,970,38.6,-106.51,0
81242,PO BOX,Poncha Springs,CO,719,38.51,-106.07,656
81243,STANDARD,Powderhorn,CO,970,38.27,-107.08,0
81244,PO BOX,Rockvale,CO,719,38.36,-105.16,0
81247,STANDARD,Gunnison,CO,970,38.54,-106.92,0
81248,PO BOX,Sargents,CO,719,38.4,-106.42,0
81251,STANDARD,Twin Lakes,CO,719,39.1,-106.47,0
81252,STANDARD,Westcliffe,CO,719,38.13,-105.46,2984
81253,STANDARD,Wetmore,CO,719,38.23,-105.08,0
81290,UNIQUE,Florence,CO,719,38.38,-105.11,0
81301,STANDARD,Durango,CO,970,37.27,-107.88,19639
81302,PO BOX,Durango,CO,970,37.27,-107.88,2759
81303,STANDARD,Durango,CO,970,37.14,-107.88,5722
81320,STANDARD,Cahone,CO,970,37.65,-108.82,0
81321,STANDARD,Cortez,CO,970,37.35,-108.57,11209
81323,STANDARD,Dolores,CO,970,37.47,-108.49,3741
81324,STANDARD,Dove Creek,CO,970,37.76,-108.9,1155
81325,STANDARD,Egnar,CO,970,37.92,-108.93,0
81326,STANDARD,Hesperus,CO,970,37.28,-108.03,1702
81327,STANDARD,Lewis,CO,970,37.5,-108.67,547
81328,STANDARD,Mancos,CO,970,37.34,-108.29,2998
81329,PO BOX,Marvel,CO,970,37.12,-108.13,0
81330,PO BOX,Mesa Verde National Park,CO,970,37.18,-108.49,0
81331,STANDARD,Pleasant View,CO,970,37.58,-108.76,0
81332,PO BOX,Rico,CO,970,37.64,-108.06,0
81334,PO BOX,Towaoc,CO,970,37.2,-108.72,653
81335,STANDARD,Yellow Jacket,CO,970,37.53,-108.72,0
81401,STANDARD,Montrose,CO,970,38.49,-107.87,19993
81402,PO BOX,Montrose,CO,970,38.49,-107.87,1481
81403,STANDARD,Montrose,CO,970,38.3,-107.9,5544
81410,STANDARD,Austin,CO,970,38.78,-107.93,1247
81411,STANDARD,Bedrock,CO,970,38.32,-108.88,0
81413,STANDARD,Cedaredge,CO,970,38.89,-107.92,4252
81414,PO BOX,Cory,CO,970,38.77,-107.98,0
81415,STANDARD,Crawford,CO,970,38.7,-107.6,1256
81416,STANDARD,Delta,CO,970,38.74,-108.07,10421
81418,STANDARD,Eckert,CO,970,38.84,-107.95,1286
81419,STANDARD,Hotchkiss,CO,970,38.8,-107.71,3028
81420,PO BOX,Lazear,CO,970,38.78,-107.77,0
81422,STANDARD,Naturita,CO,970,38.21,-108.56,446
81423,PO BOX,Norwood,CO,970,38.13,-108.29,1264
81424,STANDARD,Nucla,CO,970,38.26,-108.55,991
81425,STANDARD,Olathe,CO,970,38.6,-107.98,3946
81426,PO BOX,Ophir,CO,970,37.85,-107.82,0
81427,PO BOX,Ouray,CO,970,38.08,-107.69,1065
81428,STANDARD,Paonia,CO,970,38.86,-107.59,3018
81429,PO BOX,Paradox,CO,970,38.37,-108.95,0
81430,PO BOX,Placerville,CO,970,38.02,-108.07,0
81431,STANDARD,Redvale,CO,970,38.18,-108.42,0
81432,STANDARD,Ridgway,CO,970,38.15,-107.75,2359
81433,PO BOX,Silverton,CO,970,37.82,-107.64,474
81434,STANDARD,Somerset,CO,970,38.92,-107.43,0
81435,STANDARD,Telluride,CO,970,37.94,-107.9,4319
81501,STANDARD,Grand Junction,CO,970,39.08,-108.55,14845
81502,PO BOX,Grand Junction,CO,970,39.08,-108.55,2199
81503,STANDARD,Grand Junction,CO,970,39.08,-108.55,14959
81504,STANDARD,Grand Junction,CO,970,39.08,-108.55,23098
81505,STANDARD,Grand Junction,CO,970,39.08,-108.55,7827
81506,STANDARD,Grand Junction,CO,970,39.08,-108.55,9525
81507,STANDARD,Grand Junction,CO,970,38.99,-108.66,10299
81520,STANDARD,Clifton,CO,970,39.07,-108.46,10846
81521,STANDARD,Fruita,CO,970,39.15,-108.72,12464
81522,STANDARD,Gateway,CO,970,38.68,-108.99,0
81523,STANDARD,Glade Park,CO,970,39,-108.73,531
81524,STANDARD,Loma,CO,970,39.2,-108.82,1805
81525,STANDARD,Mack,CO,970,39.22,-108.87,694
81526,STANDARD,Palisade,CO,970,39.1,-108.35,4291
81527,STANDARD,Whitewater,CO,970,38.98,-108.43,1724
81601,STANDARD,Glenwood Springs,CO,970,39.54,-107.33,10418
81602,PO BOX,Glenwood Springs,CO,970,39.54,-107.33,2163
81610,STANDARD,Dinosaur,CO,970,40.24,-109,0
81611,STANDARD,Aspen,CO,970,39.19,-106.82,5266
81612,PO BOX,Aspen,CO,970,39.19,-106.82,4442
81615,PO BOX,Snowmass Village,CO,970,39.19,-106.93,1949
81620,PO BOX,Avon,CO,970,39.65,-106.53,9887
81621,STANDARD,Basalt,CO,970,39.36,-107.02,5321
81623,STANDARD,Carbondale,CO,970,39.39,-107.21,11557
81624,STANDARD,Collbran,CO,970,39.23,-107.95,1009
81625,STANDARD,Craig,CO,970,40.52,-107.55,9057
81626,PO BOX,Craig,CO,970,40.52,-107.55,1467
81630,STANDARD,De Beque,CO,970,39.33,-108.21,831
81631,PO BOX,Eagle,CO,970,39.65,-106.82,6906
81632,STANDARD,Edwards,CO,970,39.65,-106.6,6273
81633,STANDARD,Dinosaur,CO,970,40.24,-109,0
81635,STANDARD,Parachute,CO,970,39.44,-108.05,4862
81636,PO BOX,Battlement Mesa,CO,970,39.44,-108.02,0
81637,STANDARD,Gypsum,CO,970,39.64,-106.94,4489
81638,STANDARD,Hamilton,CO,,40.37,-107.6,0
81639,STANDARD,Hayden,CO,970,40.48,-107.26,1897
81640,STANDARD,Maybell,CO,"970,435",40.52,-108.08,0
81641,STANDARD,Meeker,CO,970,40.05,-107.89,3184
81642,STANDARD,Meredith,CO,970,39.27,-106.59,0
81643,STANDARD,Mesa,CO,970,39.17,-108.13,689
81645,PO BOX,Minturn,CO,970,39.58,-106.42,1012
81646,PO BOX,Molina,CO,970,39.18,-108.07,0
81647,STANDARD,New Castle,CO,970,39.58,-107.53,5351
81648,STANDARD,Rangely,CO,970,40.08,-108.77,2189
81649,PO BOX,Red Cliff,CO,970,39.5,-106.36,0
81650,STANDARD,Rifle,CO,970,39.53,-107.77,10027
81652,STANDARD,Silt,CO,970,39.54,-107.65,4113
81653,STANDARD,Slater,CO,970,40.99,-107.37,0
81654,STANDARD,Snowmass,CO,970,39.33,-106.98,978
81655,PO BOX,Wolcott,CO,970,39.7,-106.68,0
81656,PO BOX,Woody Creek,CO,970,39.28,-106.88,412
81657,STANDARD,Vail,CO,970,39.64,-106.39,3068
81658,PO BOX,Vail,CO,970,39.64,-106.39,3928
82001,STANDARD,Cheyenne,WY,"307,712",41.14,-104.79,26842
82002,UNIQUE,Cheyenne,WY,307,41.14,-104.79,0
82003,PO BOX,Cheyenne,WY,307,41.14,-104.79,3132
82005,STANDARD,Fe Warren Afb,WY,307,41.17,-104.86,442
82006,UNIQUE,Cheyenne,WY,307,41.14,-104.79,0
82007,STANDARD,Cheyenne,WY,307,41.14,-104.79,14152
82008,UNIQUE,Cheyenne,WY,307,41.14,-104.79,0
82009,STANDARD,Cheyenne,WY,307,41.14,-104.79,27411
82010,UNIQUE,Cheyenne,WY,307,41.14,-104.79,0
82050,STANDARD,Albin,WY,307,41.41,-104.1,0
82051,STANDARD,Bosler,WY,307,41.58,-105.69,0
82052,STANDARD,Buford,WY,307,41.11,-105.3,0
82053,STANDARD,Burns,WY,307,41.19,-104.35,1157
82054,STANDARD,Carpenter,WY,307,41.03,-104.34,668
82055,PO BOX,Centennial,WY,307,41.3,-106.11,0
82058,STANDARD,Garrett,WY,307,42.11,-105.6,0
82059,PO BOX,Granite Canon,WY,307,41.1,-105.08,0
82060,PO BOX,Hillsdale,WY,307,41.21,-104.48,0
82061,PO BOX,Horse Creek,WY,307,41.41,-105.18,0
82063,STANDARD,Jelm,WY,970,41.05,-106,0
82070,STANDARD,Laramie,WY,"307,970",41.31,-105.58,12507
82071,PO BOX,Laramie,WY,307,41.31,-105.58,0
82072,STANDARD,Laramie,WY,307,41.31,-105.58,9514
82073,PO BOX,Laramie,WY,307,41.31,-105.58,1691
82081,STANDARD,Meriden,WY,307,41.53,-104.27,0
82082,STANDARD,Pine Bluffs,WY,307,41.18,-104.06,1433
82083,STANDARD,Rock River,WY,307,41.73,-105.97,0
82084,PO BOX,Tie Siding,WY,307,41.04,-105.42,0
82190,STANDARD,Yellowstone National Park,WY,307,44.57,-110.51,515
82201,STANDARD,Wheatland,WY,307,42.05,-104.95,5433
82210,STANDARD,Chugwater,WY,307,41.75,-104.82,0
82212,STANDARD,Fort Laramie,WY,307,42.21,-104.51,0
82213,STANDARD,Glendo,WY,307,42.5,-105.02,488
82214,STANDARD,Guernsey,WY,307,42.26,-104.74,1100
82215,STANDARD,Hartville,WY,307,42.32,-104.72,0
82217,STANDARD,Hawk Springs,WY,307,41.79,-104.27,0
82218,PO BOX,Huntley,WY,307,41.94,-104.07,0
82219,STANDARD,Jay Em,WY,307,42.47,-104.36,0
82221,STANDARD,Lagrange,WY,307,41.62,-104.34,0
82222,STANDARD,Lance Creek,WY,307,43.02,-104.64,0
82223,STANDARD,Lingle,WY,307,42.13,-104.34,857
82224,STANDARD,Lost Springs,WY,307,42.76,-104.92,0
82225,STANDARD,Lusk,WY,307,42.76,-104.45,1674
82227,STANDARD,Manville,WY,307,42.77,-104.61,0
82229,STANDARD,Shawnee,WY,307,42.88,-105.03,0
82240,STANDARD,Torrington,WY,307,42.06,-104.18,7515
82242,STANDARD,Van Tassell,WY,307,42.66,-104.09,0
82243,STANDARD,Veteran,WY,307,41.96,-104.35,0
82244,STANDARD,Yoder,WY,307,41.91,-104.29,0
82301,STANDARD,Rawlins,WY,307,41.78,-107.22,7606
82310,STANDARD,Jeffrey City,WY,307,42.48,-107.84,0
82321,STANDARD,Baggs,WY,"307,970",41.03,-107.65,632
82322,PO BOX,Bairoil,WY,307,42.23,-107.55,0
82323,STANDARD,Dixon,WY,"307,970",41.03,-107.53,0
82324,PO BOX,Elk Mountain,WY,307,41.68,-106.41,0
82325,STANDARD,Encampment,WY,307,41.2,-106.79,787
82327,STANDARD,Hanna,WY,307,41.86,-106.55,724
82329,STANDARD,Medicine Bow,WY,307,41.89,-106.2,0
82331,STANDARD,Saratoga,WY,307,41.45,-106.81,2096
82332,STANDARD,Savery,WY,307,41.08,-107.34,0
82334,STANDARD,Sinclair,WY,307,41.77,-107.11,0
82335,PO BOX,Walcott,WY,307,41.81,-106.87,0
82336,PO BOX,Wamsutter,WY,307,41.66,-107.97,0
82401,STANDARD,Worland,WY,307,44,-107.95,6629
82410,STANDARD,Basin,WY,307,44.37,-108.04,1386
82411,STANDARD,Burlington,WY,307,44.44,-108.43,0
82412,PO BOX,Byron,WY,307,44.79,-108.5,0
82414,STANDARD,Cody,WY,307,44.51,-109.05,13606
82420,PO BOX,Cowley,WY,307,44.88,-108.47,621
82421,STANDARD,Deaver,WY,307,44.88,-108.59,0
82422,PO BOX,Emblem,WY,307,44.51,-108.39,0
82423,PO BOX,Frannie,WY,"406,307",44.97,-108.62,0
82426,STANDARD,Greybull,WY,307,44.49,-108.05,2176
82428,STANDARD,Hyattville,WY,307,44.25,-107.6,0
